index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
837,ts69208,"Love, Now",SHOW,"Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodes",2012,TV-Y,45,tt6273116,7.6,116.0
838,tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,"Raja Laalachmaan and his sidekick, Jadoogar Jobba, awaken an ancient monster Krur. This monster, needs the souls of the purest kingdom. Raja Laalachmaan realizes the best place to find the purest souls is Dholakpur. Raja Laalachmaan and his soldiers take over Dholakpur. Bheem manages to rescue many people, but Laachlamaan kidnaps Raja Indraverma-ll and Princess Indumati says that if the people of Dholakpur do not surrender themssssselves, they will die. So, Bheem and his friends go on the trail. They are helped by ancient clues left in the forest and at sea. But the one person that helps them the most is Chhota Ganesh.He says he is always present on New years, but Kru's invasion of Dholakpur has already started. Can Bheem and Ganesh defeat him??",2012,G,65,tt6356352,7.8,12.0
840,ts99814,Masameer,SHOW,A popular Saudi animation show talks sarcastically about general issues in Saudi Arabia and Arab world by short stories represented by characters that imply some segments of society in Saudi and Arab community,2011,TV-MA,0,tt6298258,8.199999999999998,677.0
841,tm200838,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,"Bheem and his friends are invited to spend their vacations in Kathmandu.Their trip is not without mishap, as a young ape is separated from its father. Bheem defeats the jaguars, and unites the ape with its father.",2012,G,70,tt6442774,7.8,41.0
842,tm481620,The Rise of Kirmada,MOVIE,"Kirmada, gets powerful by taking power of Shaitan, plans vengeance & tries to put troubles in Bheem and his friend's journey. However they manage to reach but things take a turn when the evil troops arrive and attack Bheem and his friends.",2012,G,68,tt6543070,8.0,53.0
844,ts44064,Drunken to Love You,SHOW,"Love You, is a 2011 Taiwanese drama starring Joseph Chang, Rainie Yang, Kingone Wang, Tiffany Hsu, Alien Huang and Tom Price. It is the second installment of the Fated to Love You trilogy. It started filming in January 2011 and wrapped on 30 April.

It was first broadcast in Taiwan on free-to-air Taiwan Television from 17 April 2011, every Sunday at 22:00 and cable TV SET Metro from 23 April 2011, every Saturday at 21:00.

Love You was nominated in 2011 for four awards at the 46th Golden Bell Awards, including Best Leading Actor in a Television Series for Joseph Chang, Best Directing for a Television Series for Ming-chang Chen and Best Television Series.",2011,TV-14,46,tt2661520,6.5,114.0
850,tm481509,Chhota Bheem Master of Shaolin,MOVIE,"Bheem and his friends accompany Ming, a monk, to the Shaolin temple to fight against a dangerous Kaifu who wants to take control of the Shaolin temple.",2011,G,75,tt6442670,6.3,112.0
852,ts39465,Yours Fatefully,SHOW,"Yours Fatefully is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It will make its debut on 29 May 2012. This drama serial consists of 20 episodes, and will be screened on every weekday night at 9:00 pm.",2012,TV-14,44,tt7131690,6.8,14.0
854,tm235979,My Friend Pinto,MOVIE,"Sweet, honest, and optimistic Michael Pinto has a knack for finding trouble. The search for a childhood friend leads him to the big city, and into an outlandish adventure.",2011,PG,115,tt1512220,5.3,391.0
856,ts37864,The Glamorous Imperial Concubine,SHOW,"Ma Fuya is a princess of the Chu state in 10th-century imperial China during the Five Dynasties and Ten Kingdoms period. In this time of warring kingdoms and political upheaval, Fuya's uncle usurps the throne and brutally kills her father. Ma Fuya is left an orphan, and she escapes with the help of a eunuch. She also falls in love with Meng Qiyou, the Prince of Later Shu. He instead uses her as a political tool, and he brings her back into his kingdom. Many of his brothers are attracted to her, such as Meng Qixing and Meng Qiyun. Due to her resemblance as Meng Qiyun's mother, the Emperor also falls in love with her. Ma Fuya is forced to marry the Emperor, but the procession is interrupted by Liu Liancheng.",2011,TV-PG,47,tt2272555,7.0,142.0
858,ts20837,Outlander,SHOW,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",2014,TV-MA,60,tt3006802,8.4,152435.0
859,ts20110,Peaky Blinders,SHOW,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013,TV-MA,58,tt2442560,8.8,485506.0
860,ts20682,Attack on Titan,SHOW,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",2013,TV-MA,24,tt2560140,9.0,325381.0
861,ts1639,The Blacklist,SHOW,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",2013,TV-14,43,tt2741602,8.0,238138.0
862,ts20351,Married at First Sight,SHOW,"The cart comes way before the horse in the reality series ""Married at First Sight."" Based on a hit Danish format, ""Married..."" features people who agree to participate in an extreme experiment: Each covenants legal marriage with a complete stranger. Specialists -- including a spiritualist, a relationship coach and a sociologist -- use scientific matchmaking methods to determine each couple, who will not have met or had contact with each other until the wedding day. The series then documents the relationships, including honeymoons and other relatable events of married life. After several weeks, each couple must decide whether to remain together or go their individual ways.",2014,TV-PG,64,tt3868860,6.1,1975.0
863,tm140389,Paddington,MOVIE,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",2014,PG,96,tt1109624,7.2,111092.0
864,ts11188,The Flash,SHOW,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.",2014,TV-14,42,tt3107288,7.6,336888.0
865,tm151663,Nightcrawler,MOVIE,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014,R,118,tt2872718,7.8,523686.0
866,ts20292,Gotham,SHOW,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them â€“ the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",2014,TV-14,43,tt3749900,7.8,226081.0
867,ts16045,Are You The One?,SHOW,"In the most ambitious dating experiment ever attempted, a group of gorgeous single women and guys are put through an extensive and scientific matchmaking process to find their Perfect Match.",2014,TV-14,41,tt3484274,6.5,2450.0
868,tm169422,Her,MOVIE,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",2013,R,126,tt1798709,8.0,586679.0
869,tm169719,42,MOVIE,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseballâ€™s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgersâ€™ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",2013,PG-13,128,tt0453562,7.5,93314.0
870,tm140877,The Imitation Game,MOVIE,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",2014,PG-13,113,tt2084970,8.0,748654.0
